trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.6, 'e': 0.15735328210778962}",30,17,11.241963576885771,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.6, 'e': 0.15577974928671173}",35,17,36.504256757230166,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.6, 'e': 0.1542219517938446}",25,10,17.400674229512795,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.6, 'e': 0.15267973227590617}",20,11,9.301252631365944,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.6, 'e': 0.1511529349531471}",25,10,-75.63078579887906,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
189,False,"{'a': 0.6, 'e': 0.14964140560361563}",20,12,1.9028850458222537,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.6, 'e': 0.14814499154757946}",20,7,-0.0722469499902596,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.6, 'e': 0.14666354163210368}",25,13,23.524270541708987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 0.14519690621578263}",20,16,8.198643660765631,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.6, 'e': 0.1437449371536248}",25,17,17.113904108149153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.6, 'e': 0.14230748778208857}",20,15,-13.195684221372037,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
195,False,"{'a': 0.6, 'e': 0.14088441290426768}",20,2,16.247679398379287,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.6, 'e': 0.139475568775225}",20,8,9.104800437889018,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.6, 'e': 0.13808081308747275}",20,14,9.785870773253986,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.6, 'e': 0.136700004956598}",20,16,9.192677672893316,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.6, 'e': 0.13533300490703204}",25,13,-10.293722095957087,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
200,False,"{'a': 0.6, 'e': 0.13397967485796172}",30,13,-20.074601851436245,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
201,False,"{'a': 0.6, 'e': 0.1326398781093821}",20,10,7.663709705561882,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.6, 'e': 0.13131347932828827}",20,15,-0.10181818681399779,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.6, 'e': 0.1300003445350054}",25,7,31.336995239532694,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.6, 'e': 0.12870034108965533}",30,21,17.36487639130761,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.6, 'e': 0.1274133376787588}",20,10,18.687988613375545,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.6, 'e': 0.12613920430197118}",20,8,-60.554957688793934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
207,False,"{'a': 0.6, 'e': 0.12487781225895148}",30,18,14.465828409234165,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.6, 'e': 0.12362903413636196}",20,13,14.216208666383885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.6, 'e': 0.12239274379499834}",25,20,12.42782455219968,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.6, 'e': 0.12116881635704835}",25,7,32.24308179943715,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.6, 'e': 0.11995712819347787}",25,20,9.538691500524969,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 0.11875755691154309}",20,0,-0.8586372845898147,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
213,False,"{'a': 0.6, 'e': 0.11756998134242766}",20,13,15.196026984840623,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6, 'e': 0.11639428152900338}",20,8,7.5503885849135965,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.6, 'e': 0.11523033871371334}",30,0,-46.012023767822704,"{0: 26, 1: 0, 2: 1, 3: 2, 4: 1}",1
216,False,"{'a': 0.6, 'e': 0.1140780353265762}",25,11,24.550363860122353,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.6, 'e': 0.11293725497331045}",35,17,9.79648237084069,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.6, 'e': 0.11180788242357734}",20,6,15.921980885542453,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.6, 'e': 0.11068980359934157}",30,20,19.43627556668034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.6, 'e': 0.10958290556334815}",30,15,3.780136442558803,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.6, 'e': 0.10848707650771466}",20,16,6.089958291140883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.6, 'e': 0.10740220574263752}",30,18,8.59480597267775,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.6, 'e': 0.10632818368521114}",20,8,22.887551924717638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.6, 'e': 0.10526490184835903}",20,11,17.54455927843554,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.6, 'e': 0.10421225282987544}",20,13,15.466378139853923,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.6, 'e': 0.10317013030157669}",35,8,45.60806268873869,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.6, 'e': 0.10213842899856092}",30,11,20.25419691843681,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.6, 'e': 0.10111704470857531}",20,16,7.640899844122204,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.6, 'e': 0.10010587426148955}",25,17,17.46622066863572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.6, 'e': 0.09910481551887466}",25,13,23.123172918374763,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.6, 'e': 0.0981137673636859}",30,14,21.455820234162807,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.6, 'e': 0.09713262969004904}",25,19,12.731723843660191,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.6, 'e': 0.09616130339314856}",25,17,16.747074356534682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.6, 'e': 0.09519969035921708}",20,9,7.96292620719076,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.6, 'e': 0.0942476934556249}",25,18,14.227350183559693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.6, 'e': 0.09330521652106866}",25,13,8.295694793005332,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.6, 'e': 0.09237216435585796}",30,16,16.364582376208524,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.6, 'e': 0.09144844271229938}",20,16,6.437042573613738,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.6, 'e': 0.0905339582851764}",20,0,21.591758715281554,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.6, 'e': 0.08962861870232462}",30,16,27.883801406478046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.6, 'e': 0.08873233251530138}",20,11,4.3287128380453925,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.6, 'e': 0.08784500919014836}",20,2,32.4016433047828,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.6, 'e': 0.08696655909824688}",25,14,23.08180922525442,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.6, 'e': 0.0860968935072644}",25,7,33.796550268755055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.6, 'e': 0.08523592457219176}",20,9,20.248219047905376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.6, 'e': 0.08438356532646984}",25,12,11.448886191977007,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.6, 'e': 0.08353972967320515}",20,13,-29.683759639335747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.6, 'e': 0.0827043323764731}",20,8,12.015621294457056,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.6, 'e': 0.08187728905270836}",30,14,16.144122818597136,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.6, 'e': 0.08105851616218128}",20,11,15.313315623577967,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.6, 'e': 0.08024793100055946}",30,16,-28.16849979930969,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
252,False,"{'a': 0.6, 'e': 0.07944545169055386}",25,20,9.624808056382765,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.6, 'e': 0.07865099717364833}",20,16,7.255485008218052,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.6, 'e': 0.07786448720191184}",20,16,6.662502991424208,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.6, 'e': 0.07708584232989273}",25,12,-29.25558807434318,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
256,False,"{'a': 0.6, 'e': 0.0763149839065938}",20,0,36.39546839839967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.6, 'e': 0.07555183406752786}",25,11,22.76970577611085,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.6, 'e': 0.07479631572685258}",25,8,29.441723078904694,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.6, 'e': 0.07404835256958406}",25,10,17.041067351783735,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.6, 'e': 0.07330786904388821}",20,12,15.050873444837196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.6, 'e': 0.07257479035344933}",30,20,19.53122950450685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.6, 'e': 0.07184904244991483}",20,12,15.003279105412133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.6, 'e': 0.07113055202541568}",20,11,16.21568470206223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.6, 'e': 0.07041924650516153}",20,16,5.788474865107024,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.6, 'e': 0.06971505404010991}",20,6,-13.160705786574937,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.6, 'e': 0.06901790349970881}",20,3,25.33661219362706,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.6, 'e': 0.06832772446471172}",20,15,8.718407447474718,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.6, 'e': 0.0676444472200646}",25,11,-1.6746251470679596,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.6, 'e': 0.06696800274786396}",30,24,9.765670946320707,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.6, 'e': 0.06629832272038531}",20,9,17.675842580516907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.6, 'e': 0.06563533949318147}",20,14,11.076278134941841,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.6, 'e': 0.06497898609824965}",20,2,-7.320178720626799,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
273,False,"{'a': 0.6, 'e': 0.06432919623726716}",25,19,12.076030907337312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.6, 'e': 0.06368590427489448}",20,3,33.99020720097012,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.6, 'e': 0.06304904523214554}",25,15,8.41591590618176,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.6, 'e': 0.06241855477982408}",25,13,-16.08264406629376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.6, 'e': 0.06179436923202584}",20,8,21.062592512717636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.6, 'e': 0.06117642553970558}",30,15,27.291712934431633,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.6, 'e': 0.06056466128430853}",20,6,3.2915738519936233,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.6, 'e': 0.05995901467146544}",25,18,0.19389618416944732,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.6, 'e': 0.059359424524750785}",20,11,-24.65565277571593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
282,False,"{'a': 0.6, 'e': 0.05876583027950327}",20,13,11.896577471591595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.6, 'e': 0.05817817197670824}",30,19,20.441138593509436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.6, 'e': 0.05759639025694116}",25,13,12.006618828275302,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.6, 'e': 0.057020426354371746}",20,5,6.617175072337193,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.6, 'e': 0.05645022209082803}",25,17,17.446835586929755,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.6, 'e': 0.05588571986991975}",20,16,8.11508308610114,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.6, 'e': 0.05532686267122055}",30,16,28.31599839444543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.6, 'e': 0.05477359404450834}",20,12,13.92864303018537,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.6, 'e': 0.05422585810406326}",30,20,19.76603973377813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.6, 'e': 0.05368359952302263}",30,13,21.93217044469809,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.6, 'e': 0.0531467635277924}",20,3,15.60180398355523,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.6, 'e': 0.05261529589251448}",25,7,18.67607401030313,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.6, 'e': 0.05208914293358933}",30,21,5.448602850953381,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.6, 'e': 0.05156825150425344}",20,13,12.262385481230943,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.6, 'e': 0.0510525689892109}",25,20,9.975174049192175,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.6, 'e': 0.050542043299318794}",20,8,23.852584854902588,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.6, 'e': 0.050036622866325604}",20,13,11.684267759534308,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.6, 'e': 0.04953625663766235}",30,20,7.435246732767581,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.6, 'e': 0.04904089407128572}",25,20,8.45429855660633,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.6, 'e': 0.04855048513057287}",20,5,25.540333720414218,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.6, 'e': 0.04806498027926714}",25,8,14.813081987358274,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.6, 'e': 0.047584330476474465}",25,3,28.41009298026381,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.6, 'e': 0.04710848717170972}",20,8,22.430108853647678,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.6, 'e': 0.04663740229999262}",25,6,23.334963711957247,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.6, 'e': 0.046171028276992696}",35,17,35.966478520830286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.6, 'e': 0.045709317994222766}",20,12,-28.9373107998384,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.6, 'e': 0.04525222481428054}",20,15,9.470194898905637,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.6, 'e': 0.04479970256613774}",25,12,22.385158830053356,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.6, 'e': 0.044351705540476356}",25,10,2.330234696494246,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.6, 'e': 0.043908188485071595}",20,3,29.06962223371715,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.6, 'e': 0.04346910660022087}",30,18,13.949799931075805,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.6, 'e': 0.04303441553421867}",30,18,23.741554697406425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.6, 'e': 0.04260407137887648}",30,18,10.462559554962276,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.6, 'e': 0.04217803066508771}",25,17,16.592885566950052,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.6, 'e': 0.04175625035843684}",30,19,20.802586382328816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.6, 'e': 0.041338687854852466}",20,6,22.565989617519108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.6, 'e': 0.040925300976303945}",25,18,11.307717861818666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.6, 'e': 0.0405160479665409}",25,18,13.751039944993218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.6, 'e': 0.040110887486875496}",30,3,40.1508055912995,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.6, 'e': 0.03970977861200674}",30,23,11.704371856928269,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.6, 'e': 0.039312680825886674}",35,22,10.519724676311478,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.6, 'e': 0.038919554017627804}",20,2,10.875725080246264,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.6, 'e': 0.03853035847745152}",30,10,24.94135168179703,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.6, 'e': 0.03814505489267701}",25,11,23.37505740767329,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.6, 'e': 0.03776360434375024}",30,22,17.12034439511894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.6, 'e': 0.03738596830031274}",20,12,14.991994680826945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.6, 'e': 0.03701210861730961}",20,3,28.441725301508505,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.6, 'e': 0.03664198753113651}",25,13,22.678145890209287,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.6, 'e': 0.036275567655825146}",20,0,31.081010130936846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.6, 'e': 0.03591281197926689}",30,10,26.009372187465587,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
332,False,"{'a': 0.6, 'e': 0.035553683859474224}",20,16,7.420848993889462,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.6, 'e': 0.035198147020879485}",20,12,15.352802432759482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.6, 'e': 0.03484616555067069}",20,14,10.909484220050194,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.6, 'e': 0.03449770389516398}",20,14,-9.320492103612175,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
336,False,"{'a': 0.6, 'e': 0.03415272685621234}",30,16,24.691247924301216,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.6, 'e': 0.03381119958765022}",25,8,17.988152335185198,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.6, 'e': 0.03347308759177372}",25,7,32.10877847764194,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.6, 'e': 0.03313835671585598}",20,13,15.120130550847772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.6, 'e': 0.03280697314869742}",30,6,40.711773659489324,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.6, 'e': 0.03247890341721044}",20,11,19.59048726271586,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.6, 'e': 0.03215411438303834}",20,8,20.82265053616559,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.6, 'e': 0.031832573239207955}",20,6,27.46379818853117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.6, 'e': 0.031514247506815876}",25,16,17.22700006790043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.6, 'e': 0.031199105031747717}",25,7,21.11016722089015,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.6, 'e': 0.03088711398143024}",30,16,25.709929386247858,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.6, 'e': 0.030578242841615935}",20,10,16.81029606538494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.6, 'e': 0.030272460413199778}",20,11,19.100457001122578,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.6, 'e': 0.02996973580906778}",20,15,10.502019945649595,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.6, 'e': 0.029670038450977102}",20,14,13.491495414445833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.6, 'e': 0.02937333806646733}",25,13,9.764675495525186,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.6, 'e': 0.029079604685802656}",20,9,10.582557115861238,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.6, 'e': 0.02878880863894463}",20,8,28.78317992498371,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.6, 'e': 0.02850092055255518}",35,20,25.706866197703782,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.6, 'e': 0.02821591134702963}",30,14,5.289873982828897,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.6, 'e': 0.027933752233559334}",20,11,16.440229551715376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.6, 'e': 0.027654414711223742}",30,20,-24.69258562054976,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.6, 'e': 0.027377870564111503}",20,11,16.8715838832162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 0.02710409185847039}",20,16,7.605645963955273,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.6, 'e': 0.026833050939885684}",25,11,12.51816346679795,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.6, 'e': 0.026564720430486827}",25,13,19.5383298442915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.6, 'e': 0.026299073226181958}",20,0,31.339131524260367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.6, 'e': 0.026036082493920136}",25,12,27.21268047029036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.6, 'e': 0.025775721668980935}",20,11,16.670153655518295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.6, 'e': 0.025517964452291125}",25,13,23.31145229502013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.6, 'e': 0.025262784807768213}",25,8,29.63093149225655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.6, 'e': 0.025010156959690534}",20,13,14.70484744058147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.024760055390093627}",20,11,15.24842169105498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
